Rank,PlayerName,Nationality,Position,Squad,Age,BirthYear,MatchPlayed,GamesStarted,MinutesPlayed,MinutesDividedBy90,Goals,Assists,NonPenalityGoals,PenalityKicksScored,PenalityKicksAttempted,YellowCards,RedCards,GoalsPer90Minutes,AssistsPer90Minutes,GoalsAndAssistsPer90Minutes,NonPenalityGoalsPer90Minutes,NonPenalityGoalsAndAssistsPer90Minutes,ExpectedGoals,ExpectedNonPenalityGoals,ExpectedAssists,ExpectedNonPenalityGoalsAndAssists,ExpectedGoalsPer90Minutes,ExpectedAssistsPer90Minutes,ExpectedGoalsAndAssistsPer90Minutes,ExpectedNonPenalityGoalsPer90Minutes,ExpectedNonPenalityGoalsAndAssistsPer90Minutes
418,Thomas Partey\Thomas-Partey,gh GHA,MF,Atlético Madrid,27,1993,3,2,200,2.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.05,0.00,0.05,0.05,0.05
419,Gabriel Paulista\Gabriel-Paulista,br BRA,DF,Valencia,29,1990,31,31,2716,30.2,4,1,4,0,0,6,0,0.13,0.03,0.17,0.13,0.17,0.9,0.9,0.1,1.1,0.03,0.00,0.04,0.03,0.04
420,Alfonso Pedraza\Alfonso-Pedraza,es ESP,DF,Villarreal,24,1996,29,24,2093,23.3,1,2,1,0,0,8,0,0.04,0.09,0.13,0.04,0.13,1.8,1.8,4.7,6.5,0.08,0.20,0.28,0.08,0.28
421,Pedri\Pedri,es ESP,MF,Barcelona,17,2002,37,28,2415,26.8,3,3,3,0,0,2,0,0.11,0.11,0.22,0.11,0.22,3.9,3.8,4.7,8.5,0.15,0.18,0.32,0.14,0.32
422,Facundo Pellistri\Facundo-Pellistri,uy URU,MFFW,Alavés,18,2001,12,5,542,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.06,0.01,0.07,0.06,0.07
423,Rubén Peña\Ruben-Pena,es ESP,DF,Villarreal,29,1991,19,12,1116,12.4,1,1,1,0,0,1,0,0.08,0.08,0.16,0.08,0.16,0.5,0.5,0.4,1.0,0.04,0.04,0.08,0.04,0.08
424,Pepe\Pepe,es ESP,DF,Granada,20,2000,3,3,253,2.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01
425,Alberto Perea\Alberto-Perea,es ESP,MF,Cádiz,29,1990,27,16,1549,17.2,2,3,2,0,0,0,0,0.12,0.17,0.29,0.12,0.29,1.3,1.3,2.4,3.7,0.08,0.14,0.21,0.08,0.21
426,Iñigo Pérez\Inigo-Perez,es ESP,MFDF,Osasuna,32,1988,22,16,1347,15.0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.6,1.1,0.03,0.04,0.07,0.03,0.07
427,Juan Pérez\Juan-Perez,es ESP,GK,Osasuna,24,1996,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
428,Kike Pérez\Kike-Perez,es ESP,MF,Valladolid,23,1997,24,12,1159,12.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,1.0,2.0,0.08,0.08,0.15,0.08,0.15
429,Lucas Pérez\Lucas-Perez,es ESP,FW,Alavés,31,1988,28,19,1759,19.5,4,4,1,3,4,1,0,0.20,0.20,0.41,0.05,0.26,6.5,3.5,4.8,8.3,0.33,0.25,0.58,0.18,0.42
430,Luis Pérez\Luis-Perez,es ESP,DF,Valladolid,25,1995,22,15,1297,14.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.5,0.01,0.03,0.04,0.01,0.04
431,Nehuén Pérez\Nehuen-Perez,ar ARG,DF,Granada,20,2000,14,9,741,8.2,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.0,0.7,0.09,0.00,0.09,0.09,0.09
432,Pablo Piatti\Pablo-Piatti,ar ARG,MFFW,Elche,31,1989,9,3,361,4.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.3,0.8,0.12,0.08,0.20,0.12,0.20
433,Cristiano Piccini\Cristiano-Piccini,it ITA,DF,Valencia,27,1992,3,0,67,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02
434,Tomás Pina Isla\Tomas-Pina-Isla,es ESP,MF,Alavés,32,1987,33,31,2575,28.6,1,1,1,0,0,12,0,0.03,0.03,0.07,0.03,0.07,0.5,0.5,0.6,1.1,0.02,0.02,0.04,0.02,0.04
435,Yeremi Pino\Yeremi-Pino,es ESP,FWMF,Villarreal,17,2002,24,6,797,8.9,3,1,3,0,0,4,0,0.34,0.11,0.45,0.34,0.45,1.5,1.5,0.9,2.3,0.16,0.10,0.26,0.16,0.26
436,Gerard Piqué\Gerard-Pique,es ESP,DF,Barcelona,33,1987,18,18,1481,16.5,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.5,1.1,0.04,0.03,0.07,0.04,0.07
437,Miralem Pjanić\Miralem-Pjanic,ba BIH,MF,Barcelona,30,1990,19,6,627,7.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.2,1.2,1.0,2.2,0.17,0.14,0.31,0.17,0.31
438,Óscar Plano\Oscar-Plano,es ESP,MFFW,Valladolid,29,1991,36,30,2517,28.0,5,5,5,0,0,1,1,0.18,0.18,0.36,0.18,0.36,4.3,4.3,1.6,5.9,0.15,0.06,0.21,0.15,0.21
439,Dani Plomer\Dani-Plomer,es ESP,FW,Granada,21,1998,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
440,Jorge Pombo\Jorge-Pombo,es ESP,FWMF,Cádiz,26,1994,12,5,523,5.8,1,0,1,0,0,1,0,0.17,0.00,0.17,0.17,0.17,1.3,1.3,0.4,1.7,0.23,0.07,0.29,0.23,0.29
441,Pere Pons\Pere-Pons,es ESP,MF,Alavés,27,1993,22,12,1186,13.2,2,0,2,0,0,1,0,0.15,0.00,0.15,0.15,0.15,0.8,0.8,1.5,2.4,0.06,0.12,0.18,0.06,0.18
442,Francisco Portillo\Francisco-Portillo,es ESP,MFFW,Getafe,30,1990,16,3,418,4.6,0,1,0,0,0,1,0,0.00,0.22,0.22,0.00,0.22,0.0,0.0,0.5,0.5,0.00,0.10,0.10,0.00,0.10
443,Portu\Portu,es ESP,FWMF,Real Sociedad,28,1992,37,24,2184,24.3,8,3,8,0,0,3,0,0.33,0.12,0.45,0.33,0.45,5.5,5.5,5.1,10.6,0.23,0.21,0.44,0.23,0.44
444,Sergio Postigo\Sergio-Postigo,es ESP,DF,Levante,31,1988,22,19,1623,18.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.00,0.00,0.00,0.00,0.00
445,Darío Poveda\Dario-Poveda,es ESP,FW,Getafe,23,1997,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
446,Alejandro Pozo Pozo\Alejandro-Pozo-Pozo,es ESP,DFMF,Eibar,21,1999,30,24,2190,24.3,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.8,1.1,0.01,0.03,0.04,0.01,0.04
447,Antonio Puertas\Antonio-Puertas,es ESP,FWMF,Granada,28,1992,35,22,2170,24.1,3,5,3,0,0,6,0,0.12,0.21,0.33,0.12,0.33,4.1,4.1,1.9,6.0,0.17,0.08,0.25,0.17,0.25
448,Riqui Puig\Riqui-Puig,es ESP,MF,Barcelona,20,1999,14,2,292,3.2,1,0,1,0,0,1,0,0.31,0.00,0.31,0.31,0.31,0.3,0.3,0.2,0.5,0.08,0.07,0.16,0.08,0.16
449,Jorge Pulido\Jorge-Pulido,es ESP,DF,Huesca,29,1991,33,32,2885,32.1,1,0,1,0,0,6,1,0.03,0.00,0.03,0.03,0.03,2.6,2.6,0.5,3.2,0.08,0.02,0.10,0.08,0.10
450,Domingos Quina\Domingos-Quina,pt POR,MF,Granada,20,1999,8,5,341,3.8,2,0,2,0,0,1,0,0.53,0.00,0.53,0.53,0.53,0.3,0.3,0.1,0.5,0.08,0.04,0.12,0.08,0.12
451,Quini\Quini,es ESP,DF,Granada,30,1989,19,12,1191,13.2,1,0,1,0,0,5,0,0.08,0.00,0.08,0.08,0.08,0.3,0.3,0.3,0.6,0.02,0.02,0.04,0.02,0.04
452,Quique\Quique,es ESP,FWMF,Eibar,30,1990,12,0,167,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.16,0.00,0.16,0.16,0.16
453,Dani Raba\Dani-Raba,es ESP,MF,Villarreal,24,1995,5,1,150,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.4,0.21,0.04,0.25,0.21,0.25
454,Uroš Račić\Uros-Racic,rs SRB,MF,Valencia,22,1998,31,25,2187,24.3,1,1,1,0,0,6,0,0.04,0.04,0.08,0.04,0.08,1.6,1.6,0.4,1.9,0.06,0.02,0.08,0.06,0.08
455,Nemanja Radoja\Nemanja-Radoja,rs SRB,MF,Levante,27,1993,21,13,1121,12.5,0,2,0,0,0,1,0,0.00,0.16,0.16,0.00,0.16,0.3,0.3,0.3,0.6,0.02,0.02,0.05,0.02,0.05
456,Ivan Rakitić\Ivan-Rakitic,hr CRO,MF,Sevilla,32,1988,37,25,2233,24.8,4,2,2,2,2,5,0,0.16,0.08,0.24,0.08,0.16,5.2,3.7,1.3,5.0,0.21,0.05,0.26,0.15,0.20
457,Jonás Ramalho\Jonas-Ramalho,es ESP,DF,Osasuna,27,1993,5,3,304,3.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.2,0.04,0.01,0.05,0.04,0.05
458,Sandro Ramírez\Sandro-Ramirez,es ESP,FWMF,Huesca,25,1995,20,16,1285,14.3,5,1,5,0,0,2,0,0.35,0.07,0.42,0.35,0.42,2.4,2.4,0.4,2.8,0.17,0.03,0.20,0.17,0.20
459,Sergio Ramos\Sergio-Ramos,es ESP,DF,Real Madrid,34,1986,15,15,1275,14.2,2,0,0,2,2,3,0,0.14,0.00,0.14,0.00,0.00,3.8,2.3,0.2,2.5,0.27,0.02,0.28,0.16,0.18
460,Recio\Recio,es ESP,MF,Eibar,29,1991,17,8,734,8.2,1,0,0,1,1,5,0,0.12,0.00,0.12,0.00,0.00,1.2,0.5,0.7,1.2,0.15,0.09,0.24,0.06,0.14
461,Francisco Reis Ferreira\Francisco-Reis-Ferreira,pt POR,DF,Valencia,23,1997,3,2,181,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
462,Karim Rekik\Karim-Rekik,nl NED,DF,Sevilla,25,1994,11,6,653,7.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.03,0.02,0.05,0.03,0.05
463,Álex Remiro\Alex-Remiro,es ESP,GK,Real Sociedad,25,1995,38,38,3420,38.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
464,Oriol Rey\Oriol-Rey,es ESP,MF,Valladolid,22,1998,1,0,15,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
465,Ricard\Ricard,es ESP,DF,Atlético Madrid,20,2000,1,0,30,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.07,0.00,0.07,0.07,0.07
466,Mikel Rico\Mikel-Rico,es ESP,MF,Huesca,35,1984,32,27,2183,24.3,1,4,1,0,0,2,0,0.04,0.16,0.21,0.04,0.21,2.3,2.3,1.5,3.8,0.09,0.06,0.16,0.09,0.16
467,Emiliano Rigoni\Emiliano-Rigoni,ar ARG,MFFW,Elche,27,1993,23,12,1139,12.7,1,1,1,0,0,5,0,0.08,0.08,0.16,0.08,0.16,2.6,2.6,1.9,4.4,0.20,0.15,0.35,0.20,0.35
468,Luis Rioja\Luis-Rioja,es ESP,MF,Alavés,26,1993,35,25,2090,23.2,4,2,4,0,0,4,0,0.17,0.09,0.26,0.17,0.26,3.5,3.5,3.3,6.8,0.15,0.14,0.29,0.15,0.29
469,Rober\Rober,es ESP,DFMF,Levante,25,1995,19,16,1425,15.8,0,1,0,0,0,3,1,0.00,0.06,0.06,0.00,0.06,0.2,0.2,0.7,0.9,0.01,0.05,0.06,0.01,0.06
470,Roberto\Roberto,es ESP,GK,Valladolid,34,1986,13,13,1170,13.0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
471,Sergi Roberto\Sergi-Roberto,es ESP,DF,Barcelona,28,1992,15,9,946,10.5,1,2,1,0,0,1,0,0.10,0.19,0.29,0.10,0.29,0.5,0.5,2.0,2.5,0.05,0.19,0.24,0.05,0.24
472,Joel Robles\Joel-Robles,es ESP,GK,Betis,30,1990,18,18,1620,18.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
473,Rubén Rochina\Ruben-Rochina,es ESP,MF,Levante,29,1991,25,17,1404,15.6,0,1,0,0,0,5,0,0.00,0.06,0.06,0.00,0.06,1.7,1.7,2.1,3.7,0.11,0.13,0.24,0.11,0.24
474,Rodrigo\Rodrigo,es ESP,FWMF,Betis,20,2000,15,5,537,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.5,0.7,0.04,0.09,0.12,0.04,0.12
475,Kévin Rodrigues\Kevin-Rodrigues,pt POR,DFMF,Eibar,26,1994,22,11,1095,12.2,1,1,1,0,0,1,0,0.08,0.08,0.16,0.08,0.16,0.6,0.6,0.7,1.3,0.05,0.06,0.10,0.05,0.10
476,Óscar Rodríguez Arnaiz\Oscar-Rodriguez-Arnaiz,es ESP,MFFW,Sevilla,22,1998,20,4,511,5.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.9,1.4,0.08,0.17,0.25,0.08,0.25
477,Ángel Rodríguez\Angel-Rodriguez,es ESP,FWMF,Getafe,33,1987,33,12,1374,15.3,5,0,4,1,2,4,0,0.33,0.00,0.33,0.26,0.26,5.5,4.0,0.5,4.5,0.36,0.04,0.40,0.26,0.30
478,Guido Rodríguez\Guido-Rodriguez,ar ARG,MF,Betis,26,1994,35,34,2864,31.8,1,0,1,0,0,10,0,0.03,0.00,0.03,0.03,0.03,1.7,1.7,0.7,2.4,0.05,0.02,0.07,0.05,0.07
479,Miguel Rodríguez\Miguel-Rodriguez,es ESP,FWMF,Celta Vigo,17,2003,4,0,30,0.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
480,Víctor Rodríguez\Victor-Rodriguez,es ESP,MF,Elche,31,1989,16,2,426,4.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.6,0.6,0.00,0.12,0.12,0.00,0.12
481,Rodrygo\Rodrygo,br BRA,FW,Real Madrid,19,2001,22,10,983,10.9,1,6,1,0,0,0,0,0.09,0.55,0.64,0.09,0.64,2.5,2.5,3.0,5.5,0.23,0.28,0.51,0.23,0.51
482,Facundo Roncaglia\Facundo-Roncaglia,ar ARG,DF,Osasuna,33,1987,17,14,1232,13.7,1,1,1,0,0,3,1,0.07,0.07,0.15,0.07,0.15,0.5,0.5,0.1,0.6,0.04,0.01,0.05,0.04,0.05
483,Rubén\Ruben,es ESP,GKMF,Osasuna,36,1984,3,3,187,2.1,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
484,Waldo Rubio\Waldo-Rubio,es ESP,FW,Valladolid,24,1995,10,5,375,4.2,1,0,0,1,1,1,0,0.24,0.00,0.24,0.00,0.00,1.0,0.3,0.1,0.4,0.25,0.03,0.27,0.07,0.09
485,Aitor Ruibal\Aitor-Ruibal,es ESP,FWMF,Betis,24,1996,28,21,1593,17.7,2,2,2,0,0,2,0,0.11,0.11,0.23,0.11,0.23,2.6,2.6,2.4,5.0,0.15,0.14,0.28,0.15,0.28
486,Isma Ruiz\Isma-Ruiz,es ESP,MF,Granada,19,2001,1,1,67,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
487,Víctor Ruiz\Victor-Ruiz,es ESP,DF,Betis,31,1989,27,24,2157,24.0,2,0,2,0,0,9,0,0.08,0.00,0.08,0.08,0.08,1.2,1.2,0.1,1.2,0.05,0.00,0.05,0.05,0.05
488,Gerónimo Rulli\Geronimo-Rulli,ar ARG,GK,Villarreal,28,1992,2,2,180,2.0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
489,Modibo Sagnan\Modibo-Sagnan,ml MLI,DF,Real Sociedad,21,1999,16,7,622,6.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.2,0.8,0.09,0.03,0.11,0.09,0.11
490,Borja Sainz\Borja-Sainz,es ESP,MFFW,Alavés,19,2001,21,2,453,5.0,1,0,1,0,0,1,0,0.20,0.00,0.20,0.20,0.20,1.1,1.1,0.4,1.5,0.22,0.07,0.29,0.22,0.29
491,Salvi\Salvi,es ESP,MFFW,Cádiz,29,1991,28,25,1933,21.5,2,0,2,0,0,5,0,0.09,0.00,0.09,0.09,0.09,1.9,1.9,1.2,3.1,0.09,0.06,0.14,0.09,0.14
492,Fede San Emeterio\Fede-San-Emeterio,es ESP,MF,Valladolid,23,1997,24,17,1460,16.2,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.00,0.01,0.01,0.00,0.01
493,Antonio Sanabria\Antonio-Sanabria,py PAR,FW,Betis,24,1996,16,10,932,10.4,3,0,3,0,0,2,0,0.29,0.00,0.29,0.29,0.29,4.3,4.3,0.3,4.5,0.41,0.02,0.44,0.41,0.44
494,Oihan Sancet\Oihan-Sancet,es ESP,FWMF,Athletic Club,20,2000,24,11,1035,11.5,2,2,2,0,0,2,0,0.17,0.17,0.35,0.17,0.35,2.9,2.9,1.2,4.1,0.25,0.11,0.36,0.25,0.36
495,Juan Sánchez Miño\Juan-Sanchez-Mino,ar ARG,DFMF,Elche,30,1990,9,5,495,5.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
496,Germán Sánchez\German-Sanchez,es ESP,DF,Granada,33,1986,34,29,2638,29.3,3,1,3,0,0,11,1,0.10,0.03,0.14,0.10,0.14,1.9,1.9,0.1,2.0,0.07,0.00,0.07,0.07,0.07
497,Javi Sánchez\Javi-Sanchez,es ESP,DF,Valladolid,23,1997,16,11,921,10.2,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.02,0.01,0.03,0.02,0.03
498,Manuel Sánchez\Manuel-Sanchez,es ESP,DF,Atlético Madrid,19,2000,1,1,49,0.5,0,1,0,0,0,0,0,0.00,1.84,1.84,0.00,1.84,0.0,0.0,0.3,0.3,0.00,0.61,0.61,0.00,0.61
499,Manuel Sánchez\Manuel-Sanchez,es ESP,DF,Osasuna,19,2000,16,10,976,10.8,0,4,0,0,0,4,0,0.00,0.37,0.37,0.00,0.37,0.1,0.1,0.9,1.1,0.01,0.09,0.10,0.01,0.10
500,Oier Sanjurjo\Oier-Sanjurjo,es ESP,MF,Osasuna,34,1986,32,24,2084,23.2,0,2,0,0,0,10,0,0.00,0.09,0.09,0.00,0.09,0.9,0.9,1.8,2.6,0.04,0.08,0.11,0.04,0.11
501,Ivan Šaponjić\Ivan-Saponjic,rs SRB,FW,Cádiz,22,1997,9,3,388,4.3,1,0,0,1,1,2,0,0.23,0.00,0.23,0.00,0.00,1.7,0.9,0.0,0.9,0.40,0.00,0.40,0.22,0.22
502,Stefan Savić\Stefan-Savic,me MNE,DF,Atlético Madrid,29,1991,33,33,2953,32.8,1,0,1,0,0,14,0,0.03,0.00,0.03,0.03,0.03,0.9,0.9,0.2,1.1,0.03,0.01,0.03,0.03,0.03
503,Jaime Seoane\Jaime-Seoane,es ESP,MF,Huesca,23,1997,29,23,2064,22.9,1,1,1,0,0,5,0,0.04,0.04,0.09,0.04,0.09,1.3,1.3,1.2,2.6,0.06,0.05,0.11,0.06,0.11
504,Edgar Sevikyan\Edgar-Sevikyan,ru RUS,MF,Levante,18,2001,1,0,8,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
505,Sidnei\Sidnei,br BRA,DF,Betis,30,1989,11,7,697,7.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.02,0.00,0.02,0.02,0.02
506,David Silva\David-Silva,es ESP,MF,Real Sociedad,34,1986,21,17,1399,15.5,2,5,2,0,0,4,0,0.13,0.32,0.45,0.13,0.45,2.9,2.9,4.0,6.8,0.19,0.25,0.44,0.19,0.44
507,Gastón Silva\Gaston-Silva,uy URU,DF,Huesca,26,1994,12,6,600,6.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
508,Rui Silva\Rui-Silva,pt POR,GK,Granada,26,1994,32,32,2880,32.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
509,Unai Simón\Unai-Simon,es ESP,GK,Athletic Club,23,1997,37,37,3330,37.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00
510,Dimitris Siovas\Dimitris-Siovas,gr GRE,DF,Huesca,31,1988,36,34,3071,34.1,2,0,2,0,0,5,0,0.06,0.00,0.06,0.06,0.06,1.9,1.9,0.2,2.1,0.06,0.01,0.06,0.06,0.06
511,Antonio Sivera\Antonio-Sivera,es ESP,GK,Alavés,23,1996,1,1,71,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
512,Rafa Soares\Rafa-Soares,pt POR,DF,Eibar,25,1995,19,12,1134,12.6,0,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,0.0,0.0,1.2,1.3,0.00,0.10,0.10,0.00,0.10
513,Rubén Sobrino\Ruben-Sobrino,es ESP,FWMF,Cádiz,28,1992,16,11,1113,12.4,1,0,1,0,0,3,0,0.08,0.00,0.08,0.08,0.08,2.4,2.4,0.8,3.1,0.19,0.06,0.25,0.19,0.25
514,Rubén Sobrino\Ruben-Sobrino,es ESP,MFFW,Valencia,28,1992,5,0,49,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.05,0.05,0.00,0.05
515,Augusto Solari\Augusto-Solari,ar ARG,MF,Celta Vigo,28,1992,16,3,486,5.4,2,2,2,0,0,2,0,0.37,0.37,0.74,0.37,0.74,1.3,1.3,1.3,2.6,0.23,0.24,0.48,0.23,0.48
516,Roberto Soldado\Roberto-Soldado,es ESP,FW,Granada,35,1985,29,16,1438,16.0,9,0,7,2,2,8,1,0.56,0.00,0.56,0.44,0.44,5.8,4.4,0.7,5.0,0.36,0.04,0.40,0.28,0.32
517,Carlos Soler\Carlos-Soler,es ESP,MF,Valencia,23,1997,32,31,2735,30.4,11,8,4,7,9,7,0,0.36,0.26,0.63,0.13,0.39,9.5,2.7,4.6,7.3,0.31,0.15,0.47,0.09,0.24
518,Son\Son,es ESP,DF,Levante,26,1994,28,10,1106,12.3,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,1.2,1.8,0.04,0.10,0.14,0.04,0.14
519,David Soria\David-Soria,es ESP,GK,Getafe,27,1993,28,28,2520,28.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00
520,Alberto Soro\Alberto-Soro,es ESP,FWMF,Granada,21,1999,15,3,393,4.4,1,2,1,0,0,1,0,0.23,0.46,0.69,0.23,0.69,0.8,0.8,0.4,1.1,0.18,0.08,0.26,0.18,0.26
521,Hugo Sotelo\Hugo-Sotelo,es ESP,MF,Celta Vigo,16,2003,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
522,Damián Suárez\Damian-Suarez,uy URU,DF,Getafe,32,1988,31,28,2434,27.0,1,0,1,0,0,13,1,0.04,0.00,0.04,0.04,0.04,0.3,0.3,0.7,1.0,0.01,0.03,0.04,0.01,0.04
523,Denis Suárez\Denis-Suarez,es ESP,MF,Celta Vigo,26,1994,35,34,2852,31.7,0,9,0,0,0,10,0,0.00,0.28,0.28,0.00,0.28,0.9,0.9,5.0,5.8,0.03,0.16,0.18,0.03,0.18
524,Luis Suárez\Luis-Suarez,uy URU,FW,Atlético Madrid,33,1987,32,30,2508,27.9,21,3,18,3,3,6,0,0.75,0.11,0.86,0.65,0.75,15.6,13.3,3.3,16.6,0.56,0.12,0.68,0.48,0.59
525,Suso\Suso,es ESP,FW,Sevilla,26,1993,34,28,2210,24.6,3,4,3,0,0,2,0,0.12,0.16,0.29,0.12,0.29,2.1,2.1,4.5,6.6,0.09,0.18,0.27,0.09,0.27
526,Tachi\Tachi,es ESP,DF,Alavés,22,1997,12,8,850,9.4,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.4,0.02,0.02,0.04,0.02,0.04
527,Renato Tapia\Renato-Tapia,pe PER,MF,Celta Vigo,25,1995,32,32,2701,30.0,0,1,0,0,0,11,0,0.00,0.03,0.03,0.00,0.03,0.9,0.9,0.9,1.8,0.03,0.03,0.06,0.03,0.06
528,Tomás Tavares\Tomas-Tavares,pt POR,MFDF,Alavés,19,2001,3,0,65,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
529,Álvaro Tejero\Alvaro-Tejero,es ESP,DF,Eibar,24,1996,2,1,110,1.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.03,0.16,0.18,0.03,0.18
530,Cristian Tello\Cristian-Tello,es ESP,FWMF,Betis,28,1991,29,12,1283,14.3,5,3,5,0,0,2,1,0.35,0.21,0.56,0.35,0.56,2.3,2.3,2.7,5.0,0.16,0.19,0.35,0.16,0.35
